Posting Date,Container No,Glue,Merge No,Lusture,Pulp,Lot No,Grade,FSC,Supplier,Item,ID (Batches),Cone (Batches),Batch ID (Batches),Warehouse (Batches),Supplier Batch No (Batches),Item (Batches),Batch Quantity (Batches),Batch Uom (Batches),Box No
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,11,15,-36202211,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,11
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,12,15,-36202212,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,12
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,13,15,-36202213,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,13
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,14,15,-36202214,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,14
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,15,15,-36202215,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,15
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,16,15,-36202216,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,16
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,17,15,-36202217,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,17
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,18,15,-36202218,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,18
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,6,15,-3620226,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,6
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,25,15,-36202225,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,25
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,28,15,-36202228,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,28
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,27,15,-36202227,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,27
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,26,15,-36202226,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,26
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,24,15,-36202224,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,24
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,21,15,-36202221,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,21
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,20,15,-36202220,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,20
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,23,15,-36202223,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,23
12/12/25,MPM-36,.,.,.,BAMBOO,20220901,.,,JILIN,40S BAMBOO SIRO POLYBEND BT5050 SC,22,15,-36202222,NULL,,40S BAMBOO SIRO POLYBEND BT5050 SC,25,Nos,22
12/12/25,MPM-36,.,.,.,BAMBOO,.,.,NON FSC,JILIN,80S BAMBOO SPUN YARN SIRO COMPACT,2,1,-36.2,,,80S BAMBOO SPUN YARN SIRO COMPACT,2,Nos,2
12/12/25,MPM-36,.,.,.,BAMBOO,.,.,NON FSC,JILIN,80S BAMBOO SPUN YARN SIRO COMPACT,3,2,-36.3,,,80S BAMBOO SPUN YARN SIRO COMPACT,3.937,Nos,3
