Posting Date,Container No,Glue,Merge No,Lusture,Pulp,Lot No,Grade,FSC,Supplier,Item,ID (Batches),Cone (Batches),Batch ID (Batches),Warehouse (Batches),Supplier Batch No (Batches),Item (Batches),Batch Quantity (Batches),Batch Uom (Batches),Box No
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,719,20,-02.719,,,120D/4F BRT.SIZE HG,13.94,Nos,719
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,721,21,-02.721,,,120D/4F BRT.SIZE HG,15.71,Nos,721
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,723,23,-02.723,,,120D/4F BRT.SIZE HG,15.17,Nos,723
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,724,20,-02.724,,,120D/4F BRT.SIZE HG,15.22,Nos,724
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,726,21,-02.726,,,120D/4F BRT.SIZE HG,15.95,Nos,726
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,728,20,-02.728,,,120D/4F BRT.SIZE HG,16.23,Nos,728
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,732,24,-02.732,,,120D/4F BRT.SIZE HG,16.8,Nos,732
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,738,23,-02.738,,,120D/4F BRT.SIZE HG,17.01,Nos,738
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,742,26,-02.742,,,120D/4F BRT.SIZE HG,16.62,Nos,742
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,744,25,-02.744,,,120D/4F BRT.SIZE HG,16.21,Nos,744
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,746,21,-02.746,,,120D/4F BRT.SIZE HG,15.91,Nos,746
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,750,25,-02.750,,,120D/4F BRT.SIZE HG,15.86,Nos,750
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,752,22,-02.752,,,120D/4F BRT.SIZE HG,13.47,Nos,752
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,754,25,-02.754,,,120D/4F BRT.SIZE HG,15.53,Nos,754
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,757,24,-02.757,,,120D/4F BRT.SIZE HG,16.39,Nos,757
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,762,19,-02.762,,,120D/4F BRT.SIZE HG,14.95,Nos,762
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,764,20,-02.764,,,120D/4F BRT.SIZE HG,15.5,Nos,764
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,766,19,-02.766,,,120D/4F BRT.SIZE HG,15.03,Nos,766
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,769,21,-02.769,,,120D/4F BRT.SIZE HG,15.21,Nos,769
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,773,20,-02.773,,,120D/4F BRT.SIZE HG,13.99,Nos,773
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,778,20,-02.778,,,120D/4F BRT.SIZE HG,14.57,Nos,778
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,781,22,-02.781,,,120D/4F BRT.SIZE HG,14.68,Nos,781
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,783,21,-02.783,,,120D/4F BRT.SIZE HG,15.01,Nos,783
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,786,20,-02.786,,,120D/4F BRT.SIZE HG,15.61,Nos,786
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,789,23,-02.789,,,120D/4F BRT.SIZE HG,14.9,Nos,789
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,793,23,-02.793,,,120D/4F BRT.SIZE HG,15.6,Nos,793
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,795,23,-02.795,,,120D/4F BRT.SIZE HG,16.58,Nos,795
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,802,21,-02.802,,,120D/4F BRT.SIZE HG,16.09,Nos,802
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,804,23,-02.804,,,120D/4F BRT.SIZE HG,14.98,Nos,804
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,806,21,-02.806,,,120D/4F BRT.SIZE HG,15.33,Nos,806
12/12/25,MARV-02,.,.,.,.,.,.,NON FSC,SYNFAB MILLS,120D/4F BRT.SIZE HG,808,18,-02.808,,,120D/4F BRT.SIZE HG,13.08,Nos,808
12/12/25,MARV-02,.,.,.,BAMBOO,.,AA EVEN,NON FSC,SYNFAB MILLS,120D/4F,57,34,-02.57,,,120D/4F,23.5,Nos,57
12/12/25,MARV-02,.,.,.,BAMBOO,.,AA EVEN,NON FSC,SYNFAB MILLS,120D/4F,46,57,-02.46,,,120D/4F,17,Nos,46
12/12/25,MARV-05,.,.,.,.,.,.,NULL,JILIN,120D WHITE CONE TO CONE,7,14,-05.7,NULL,,120D WHITE CONE TO CONE,19.89,Nos,7
12/12/25,MARV-05,.,.,.,.,.,.,NULL,JILIN,120D WHITE CONE TO CONE,8,22,-05.8,NULL,,120D WHITE CONE TO CONE,19.95,Nos,8
12/12/25,MARV-05,.,.,.,.,.,.,NULL,JILIN,120D WHITE CONE TO CONE,9,14,-05.9,NULL,,120D WHITE CONE TO CONE,17.44,Nos,9
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,33,6,-07.33,NULL,,130ATY  SLUB,9.69,Nos,33
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,32,15,-07.32,NULL,,130ATY  SLUB,10.23,Nos,32
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,31,10,-07.31,NULL,,130ATY  SLUB,14.99,Nos,31
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,30,9,-07.30,NULL,,130ATY  SLUB,4.59,Nos,30
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,8,9,-07.8,NULL,,130ATY  SLUB,10.61,Nos,8
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,18,8,-07.18,NULL,,130ATY  SLUB,13.37,Nos,18
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,17,10,-07.17,NULL,,130ATY  SLUB,17.16,Nos,17
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,16,11,-07.16,NULL,,130ATY  SLUB,15.41,Nos,16
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,15,7,-07.15,NULL,,130ATY  SLUB,10.94,Nos,15
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,10,14,-07.10,NULL,,130ATY  SLUB,14.26,Nos,10
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,13,9,-07.13,NULL,,130ATY  SLUB,10.28,Nos,13
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,19,8,-07.19,NULL,,130ATY  SLUB,15.29,Nos,19
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,9,13,-07.9,NULL,,130ATY  SLUB,8.75,Nos,9
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,14,11,-07.14,NULL,,130ATY  SLUB,14.9,Nos,14
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,7,8,-07.7,NULL,,130ATY  SLUB,11.1,Nos,7
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,6,5,-07.6,NULL,,130ATY  SLUB,9.29,Nos,6
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,5,4,-07.5,NULL,,130ATY  SLUB,6.65,Nos,5
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,4,5,-07.4,NULL,,130ATY  SLUB,6.61,Nos,4
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,3,6,-07.3,NULL,,130ATY  SLUB,9.27,Nos,3
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,2,6,-07.2,NULL,,130ATY  SLUB,8.74,Nos,2
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,1,17,-07.1,NULL,,130ATY  SLUB,8.84,Nos,1
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,12,8,-07.12,NULL,,130ATY  SLUB,14.69,Nos,12
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,28,18,-07.28,NULL,,130ATY  SLUB,11.57,Nos,28
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,21,9,-07.21,NULL,,130ATY  SLUB,13.84,Nos,21
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,22,31,-07.22,NULL,,130ATY  SLUB,7.24,Nos,22
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,23,10,-07.23,NULL,,130ATY  SLUB,14,Nos,23
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,24,10,-07.24,NULL,,130ATY  SLUB,17.83,Nos,24
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,25,10,-07.25,NULL,,130ATY  SLUB,17.36,Nos,25
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,26,9,-07.26,NULL,,130ATY  SLUB,14.44,Nos,26
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,29,13,-07.29,NULL,,130ATY  SLUB,12.15,Nos,29
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,11,12,-07.11,NULL,,130ATY  SLUB,9.7,Nos,11
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,27,8,-07.27,NULL,,130ATY  SLUB,14.19,Nos,27
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,130ATY  SLUB,20,11,-07.20,NULL,,130ATY  SLUB,13.45,Nos,20
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,38,14,-07.38,NULL,,130ATY  SLUB,13.63,Nos,38
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,32,10,-07.32,NULL,,130ATY  SLUB,17.35,Nos,32
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,33,9,-07.33,NULL,,130ATY  SLUB,12.25,Nos,33
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,34,9,-07.34,NULL,,130ATY  SLUB,14.56,Nos,34
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,35,11,-07.35,NULL,,130ATY  SLUB,17.65,Nos,35
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,37,13,-07.37,NULL,,130ATY  SLUB,16.36,Nos,37
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,24,18,-07.24,NULL,,130ATY  SLUB,15.31,Nos,24
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,18,23,-07.18,NULL,,130ATY  SLUB,3.83,Nos,18
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,36,9,-07.36,NULL,,130ATY  SLUB,14.7,Nos,36
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,19,10,-07.19,NULL,,130ATY  SLUB,16.85,Nos,19
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,20,9,-07.20,NULL,,130ATY  SLUB,15.53,Nos,20
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,21,15,-07.21,NULL,,130ATY  SLUB,20.9,Nos,21
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,23,9,-07.23,NULL,,130ATY  SLUB,12.21,Nos,23
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,25,9,-07.25,NULL,,130ATY  SLUB,13.22,Nos,25
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,26,6,-07.26,NULL,,130ATY  SLUB,8.95,Nos,26
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,27,10,-07.27,NULL,,130ATY  SLUB,10.59,Nos,27
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,28,10,-07.28,NULL,,130ATY  SLUB,15.04,Nos,28
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,29,10,-07.29,NULL,,130ATY  SLUB,16.53,Nos,29
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,30,7,-07.30,NULL,,130ATY  SLUB,11.69,Nos,30
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,17,8,-07.17,NULL,,130ATY  SLUB,15.89,Nos,17
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,31,11,-07.31,NULL,,130ATY  SLUB,18.6,Nos,31
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,22,9,-07.22,NULL,,130ATY  SLUB,19.67,Nos,22
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,16,20,-07.16,NULL,,130ATY  SLUB,10.7,Nos,16
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,4,8,-07.4,NULL,,130ATY  SLUB,15.14,Nos,4
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,5,8,-07.5,NULL,,130ATY  SLUB,13.78,Nos,5
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,6,10,-07.6,NULL,,130ATY  SLUB,16.23,Nos,6
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,7,8,-07.7,NULL,,130ATY  SLUB,13.53,Nos,7
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,8,9,-07.8,NULL,,130ATY  SLUB,14.2,Nos,8
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,9,6,-07.9,NULL,,130ATY  SLUB,14.69,Nos,9
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,14,9,-07.14,NULL,,130ATY  SLUB,13.49,Nos,14
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,3,12,-07.3,NULL,,130ATY  SLUB,17.83,Nos,3
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,1,9,-07.1,NULL,,130ATY  SLUB,20,Nos,1
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,10,6,-07.10,NULL,,130ATY  SLUB,21.46,Nos,10
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,11,9,-07.11,NULL,,130ATY  SLUB,17.92,Nos,11
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,12,9,-07.12,NULL,,130ATY  SLUB,14.75,Nos,12
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,2,8,-07.2,NULL,,130ATY  SLUB,20,Nos,2
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,13,7,-07.13,NULL,,130ATY  SLUB,13.29,Nos,13
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,130ATY  SLUB,15,11,-07.15,NULL,,130ATY  SLUB,10.3,Nos,15
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,165SLUB ATY,21,7,-07.21,NULL,,165SLUB ATY,11.24,Nos,21
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,165SLUB ATY,15,25,-07.15,NULL,,165SLUB ATY,9.32,Nos,15
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,165SLUB ATY,14,25,-07.14,NULL,,165SLUB ATY,13.99,Nos,14
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,165SLUB ATY,13,22,-07.13,NULL,,165SLUB ATY,12.38,Nos,13
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,165SLUB ATY,12,12,-07.12,NULL,,165SLUB ATY,15.23,Nos,12
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,165SLUB ATY,20,8,-07.20,NULL,,165SLUB ATY,14.66,Nos,20
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,165SLUB ATY,16,32,-07.16,NULL,,165SLUB ATY,15.15,Nos,16
12/12/25,MARV-07,.,.,.,.,.,.,NULL,JILIN,165SLUB ATY,17,11,-07.17,NULL,,165SLUB ATY,9.79,Nos,17
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,165SLUB ATY,19,18,-07.19,NULL,,165SLUB ATY,14.23,Nos,19
12/12/25,MARV-07,.,DAMAGE,.,.,.,.,NULL,JILIN,165SLUB ATY,18,39,-07.18,NULL,,165SLUB ATY,7.65,Nos,18
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3869,10,6166062869,NULL,,150D/48F,34,Nos,3869
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3862,10,6166062862,NULL,,150D/48F,34,Nos,3862
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3875,10,6166062875,NULL,,150D/48F,34,Nos,3875
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3874,10,6166062874,NULL,,150D/48F,34,Nos,3874
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3873,10,6166062873,NULL,,150D/48F,34,Nos,3873
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3872,10,6166062872,NULL,,150D/48F,34,Nos,3872
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3870,10,6166062870,NULL,,150D/48F,34,Nos,3870
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3878,10,6166062878,NULL,,150D/48F,34,Nos,3878
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3868,10,6166062868,NULL,,150D/48F,34,Nos,3868
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3867,10,6166062867,NULL,,150D/48F,34,Nos,3867
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3866,10,6166062866,NULL,,150D/48F,34,Nos,3866
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3865,10,6166062865,NULL,,150D/48F,34,Nos,3865
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3864,10,6166062864,NULL,,150D/48F,34,Nos,3864
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3863,10,6166062863,NULL,,150D/48F,34,Nos,3863
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3871,10,6166062871,NULL,,150D/48F,34,Nos,3871
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3887,10,6166062887,NULL,,150D/48F,34,Nos,3887
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3896,10,6166062896,NULL,,150D/48F,34,Nos,3896
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3895,10,6166062895,NULL,,150D/48F,34,Nos,3895
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3894,10,6166062894,NULL,,150D/48F,34,Nos,3894
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3893,10,6166062893,NULL,,150D/48F,34,Nos,3893
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3892,10,6166062892,NULL,,150D/48F,34,Nos,3892
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3891,10,6166062891,NULL,,150D/48F,34,Nos,3891
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3890,10,6166062890,NULL,,150D/48F,34,Nos,3890
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3876,10,6166062876,NULL,,150D/48F,34,Nos,3876
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3888,10,6166062888,NULL,,150D/48F,34,Nos,3888
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3877,10,6166062877,NULL,,150D/48F,34,Nos,3877
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3886,10,6166062886,NULL,,150D/48F,34,Nos,3886
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3885,10,6166062885,NULL,,150D/48F,34,Nos,3885
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3884,10,6166062884,NULL,,150D/48F,34,Nos,3884
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3883,10,6166062883,NULL,,150D/48F,34,Nos,3883
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3882,10,6166062882,NULL,,150D/48F,34,Nos,3882
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3881,10,6166062881,NULL,,150D/48F,34,Nos,3881
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3880,10,6166062880,NULL,,150D/48F,34,Nos,3880
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3879,10,6166062879,NULL,,150D/48F,34,Nos,3879
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3889,10,6166062889,NULL,,150D/48F,34,Nos,3889
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3833,10,6166062833,NULL,,150D/48F,34,Nos,3833
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3861,10,6166062861,NULL,,150D/48F,34,Nos,3861
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3840,10,6166062840,NULL,,150D/48F,34,Nos,3840
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3839,10,6166062839,NULL,,150D/48F,34,Nos,3839
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3838,10,6166062838,NULL,,150D/48F,34,Nos,3838
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3837,10,6166062837,NULL,,150D/48F,34,Nos,3837
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3836,10,6166062836,NULL,,150D/48F,34,Nos,3836
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3842,10,6166062842,NULL,,150D/48F,34,Nos,3842
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3834,10,6166062834,NULL,,150D/48F,34,Nos,3834
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3843,10,6166062843,NULL,,150D/48F,34,Nos,3843
12/12/25,MCJC-616,CENT.,.,BRIGHT,WOOD,6062024,AA EVEN,MIX,JILIN,150D/48F,3832,10,6166062832,NULL,,150D/48F,34,Nos,3832
