Posting Date,Container No,Glue,Merge No,Lusture,Pulp,Lot No,Grade,FSC,Supplier,Item,Cone (Batches),Batch ID (Batches),Warehouse (Batches),Supplier Batch No (Batches),Item (Batches),Batch Quantity (Batches),Batch Uom (Batches),Box NO
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100365,,,40 D TEX/24F,12.08,Nos,3500006365
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,2,-027100368,,,40 D TEX/24F,2.155,Nos,3500006368
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100373,,,40 D TEX/24F,12.039,Nos,3500006373
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100382,,,40 D TEX/24F,12.222,Nos,3500006382
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100387,,,40 D TEX/24F,11.85,Nos,3500006387
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100388,,,40 D TEX/24F,12.023,Nos,3500006388
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100391,,,40 D TEX/24F,12.171,Nos,3500006391
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100392,,,40 D TEX/24F,12.276,Nos,3500006392
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100403,,,40 D TEX/24F,12.188,Nos,3500006403
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100405,,,40 D TEX/24F,12.061,Nos,3500006405
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100407,,,40 D TEX/24F,12.15,Nos,3500006407
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100409,,,40 D TEX/24F,11.92,Nos,3500006409
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100410,,,40 D TEX/24F,12.094,Nos,3500006410
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100412,,,40 D TEX/24F,12.058,Nos,3500006412
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100413,,,40 D TEX/24F,12.005,Nos,3500006413
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100417,,,40 D TEX/24F,12.186,Nos,3500006417
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100419,,,40 D TEX/24F,12.005,Nos,3500006419
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100422,,,40 D TEX/24F,12.155,Nos,3500006422
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100424,,,40 D TEX/24F,12.112,Nos,3500006424
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100426,,,40 D TEX/24F,11.91,Nos,3500006426
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100428,,,40 D TEX/24F,11.954,Nos,3500006428
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100429,,,40 D TEX/24F,11.821,Nos,3500006429
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100434,,,40 D TEX/24F,12.055,Nos,3500006434
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100439,,,40 D TEX/24F,12.066,Nos,3500006439
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100440,,,40 D TEX/24F,12.095,Nos,3500006440
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100442,,,40 D TEX/24F,12.135,Nos,3500006442
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100443,,,40 D TEX/24F,12.093,Nos,3500006443
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100444,,,40 D TEX/24F,11.948,Nos,3500006444
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100449,,,40 D TEX/24F,12.184,Nos,3500006449
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100450,,,40 D TEX/24F,11.893,Nos,3500006450
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100453,,,40 D TEX/24F,12.105,Nos,3500006453
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100454,,,40 D TEX/24F,11.875,Nos,3500006454
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100455,,,40 D TEX/24F,11.867,Nos,3500006455
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100457,,,40 D TEX/24F,12.047,Nos,3500006457
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100460,,,40 D TEX/24F,11.999,Nos,3500006460
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100461,,,40 D TEX/24F,12.1,Nos,3500006461
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100463,,,40 D TEX/24F,11.954,Nos,3500006463
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100469,,,40 D TEX/24F,11.924,Nos,3500006469
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100470,,,40 D TEX/24F,12.183,Nos,3500006470
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100471,,,40 D TEX/24F,11.966,Nos,3500006471
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100472,,,40 D TEX/24F,12.122,Nos,3500006472
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100475,,,40 D TEX/24F,12.273,Nos,3500006475
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100476,,,40 D TEX/24F,12.12,Nos,3500006476
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100479,,,40 D TEX/24F,12.028,Nos,3500006479
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100483,,,40 D TEX/24F,11.986,Nos,3500006483
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100485,,,40 D TEX/24F,12.235,Nos,3500006485
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100486,,,40 D TEX/24F,12.028,Nos,3500006486
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100489,,,40 D TEX/24F,12.023,Nos,3500006489
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100224,,,40 D TEX/24F,7.891,Nos,3500001224
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100224,,,40 D TEX/24F,12.253,Nos,3500006224
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100251,,,40 D TEX/24F,11.82,Nos,3500006251
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100304,,,40 D TEX/24F,12.033,Nos,3500006304
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100653,,,40 D TEX/24F,11.85,Nos,3400022653
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100666,,,40 D TEX/24F,12.132,Nos,3400022666
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100692,,,40 D TEX/24F,12.109,Nos,3400022692
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100695,,,40 D TEX/24F,12.058,Nos,3400022695
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100696,,,40 D TEX/24F,11.913,Nos,3400022696
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100701,,,40 D TEX/24F,11.824,Nos,3400022701
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100703,,,40 D TEX/24F,12.035,Nos,3400022703
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100705,,,40 D TEX/24F,12.085,Nos,3400022705
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100706,,,40 D TEX/24F,11.914,Nos,3400022706
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100709,,,40 D TEX/24F,12.012,Nos,3400022709
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100710,,,40 D TEX/24F,11.873,Nos,3400022710
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100712,,,40 D TEX/24F,11.76,Nos,3400022712
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100713,,,40 D TEX/24F,12.01,Nos,3400022713
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100714,,,40 D TEX/24F,11.548,Nos,3400022714
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100715,,,40 D TEX/24F,12.075,Nos,3400022715
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100717,,,40 D TEX/24F,11.979,Nos,3400022717
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100326,,,40 D TEX/24F,6.867,Nos,3400023326
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100327,,,40 D TEX/24F,6.884,Nos,3400023327
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100399,,,40 D TEX/24F,12.013,Nos,3400023399
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100406,,,40 D TEX/24F,11.747,Nos,3400023406
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100409,,,40 D TEX/24F,11.652,Nos,3400023409
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100410,,,40 D TEX/24F,11.931,Nos,3400023410
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100413,,,40 D TEX/24F,6.396,Nos,3400023413
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100416,,,40 D TEX/24F,9.112,Nos,3400023416
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100417,,,40 D TEX/24F,11.935,Nos,3400023417
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100426,,,40 D TEX/24F,11.809,Nos,3400023426
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100429,,,40 D TEX/24F,11.778,Nos,3400023429
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,8,-027100438,,,40 D TEX/24F,7.756,Nos,3400023438
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100453,,,40 D TEX/24F,11.582,Nos,3400023453
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100458,,,40 D TEX/24F,11.88,Nos,3400023458
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100465,,,40 D TEX/24F,11.573,Nos,3400023465
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100466,,,40 D TEX/24F,11.673,Nos,3400023466
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100471,,,40 D TEX/24F,11.706,Nos,3400023471
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100478,,,40 D TEX/24F,11.875,Nos,3400023478
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100479,,,40 D TEX/24F,11.533,Nos,3400023479
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100487,,,40 D TEX/24F,11.597,Nos,3400023487
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100496,,,40 D TEX/24F,11.971,Nos,3400023496
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100505,,,40 D TEX/24F,10.381,Nos,3400023505
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100506,,,40 D TEX/24F,11.835,Nos,3400023506
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100516,,,40 D TEX/24F,7.008,Nos,3400023516
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,8,-027100525,,,40 D TEX/24F,7.984,Nos,3400023525
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100915,,,40 D TEX/24F,11.965,Nos,3400023915
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100916,,,40 D TEX/24F,11.835,Nos,3400023916
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100917,,,40 D TEX/24F,12.144,Nos,3400023917
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100918,,,40 D TEX/24F,12.234,Nos,3400023918
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100919,,,40 D TEX/24F,11.933,Nos,3400023919
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100920,,,40 D TEX/24F,11.916,Nos,3400023920
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100921,,,40 D TEX/24F,12.176,Nos,3400023921
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100922,,,40 D TEX/24F,11.812,Nos,3400023922
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100923,,,40 D TEX/24F,12.17,Nos,3400023923
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100924,,,40 D TEX/24F,12.548,Nos,3400023924
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100925,,,40 D TEX/24F,12.03,Nos,3400023925
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100926,,,40 D TEX/24F,12.437,Nos,3400023926
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100927,,,40 D TEX/24F,12.099,Nos,3400023927
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100928,,,40 D TEX/24F,12,Nos,3400023928
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100929,,,40 D TEX/24F,11.984,Nos,3400023929
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100930,,,40 D TEX/24F,12.289,Nos,3400023930
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100931,,,40 D TEX/24F,11.911,Nos,3400023931
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100932,,,40 D TEX/24F,11.985,Nos,3400023932
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100933,,,40 D TEX/24F,12.069,Nos,3400023933
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100934,,,40 D TEX/24F,12.859,Nos,3400023934
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100935,,,40 D TEX/24F,12.025,Nos,3400023935
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100936,,,40 D TEX/24F,12.323,Nos,3400023936
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100937,,,40 D TEX/24F,11.998,Nos,3400023937
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100938,,,40 D TEX/24F,12.554,Nos,3400023938
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100939,,,40 D TEX/24F,11.97,Nos,3400023939
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100940,,,40 D TEX/24F,11.489,Nos,3400023940
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100941,,,40 D TEX/24F,11.93,Nos,3400023941
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100942,,,40 D TEX/24F,11.649,Nos,3400023942
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100943,,,40 D TEX/24F,11.92,Nos,3400023943
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100944,,,40 D TEX/24F,11.844,Nos,3400023944
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100945,,,40 D TEX/24F,11.479,Nos,3400023945
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100946,,,40 D TEX/24F,11.836,Nos,3400023946
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100947,,,40 D TEX/24F,11.888,Nos,3400023947
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100948,,,40 D TEX/24F,11.878,Nos,3400023948
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100949,,,40 D TEX/24F,11.91,Nos,3400023949
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100950,,,40 D TEX/24F,12.465,Nos,3400023950
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100210,,,40 D TEX/24F,11.852,Nos,3500011210
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100226,,,40 D TEX/24F,12.089,Nos,3500011226
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100785,,,40 D TEX/24F,11.856,Nos,3500011785
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100791,,,40 D TEX/24F,12.19,Nos,3500011791
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100953,,,40 D TEX/24F,12.153,Nos,3500011953
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100955,,,40 D TEX/24F,10.332,Nos,3500011955
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100956,,,40 D TEX/24F,10.627,Nos,3500011956
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100958,,,40 D TEX/24F,11.241,Nos,3500011958
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100959,,,40 D TEX/24F,11.001,Nos,3500011959
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100960,,,40 D TEX/24F,10.662,Nos,3500011960
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100961,,,40 D TEX/24F,10.566,Nos,3500011961
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100962,,,40 D TEX/24F,12.104,Nos,3500011962
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100963,,,40 D TEX/24F,12.092,Nos,3500011963
12/12/25,MILA-02,.,.,.,.,71006858,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100964,,,40 D TEX/24F,12.141,Nos,3500011964
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100209,,,40 D TEX/24F,11.964,Nos,3500011209
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100212,,,40 D TEX/24F,11.988,Nos,3500011212
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100213,,,40 D TEX/24F,11.861,Nos,3500011213
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100215,,,40 D TEX/24F,11.93,Nos,3500011215
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100217,,,40 D TEX/24F,12.117,Nos,3500011217
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100219,,,40 D TEX/24F,11.941,Nos,3500011219
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100220,,,40 D TEX/24F,11.98,Nos,3500011220
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100221,,,40 D TEX/24F,12.114,Nos,3500011221
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100222,,,40 D TEX/24F,11.896,Nos,3500011222
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100225,,,40 D TEX/24F,11.893,Nos,3500011225
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100227,,,40 D TEX/24F,12.057,Nos,3500011227
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100229,,,40 D TEX/24F,11.817,Nos,3500011229
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100230,,,40 D TEX/24F,12.058,Nos,3500011230
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100232,,,40 D TEX/24F,11.929,Nos,3500011232
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100234,,,40 D TEX/24F,12.026,Nos,3500011234
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100238,,,40 D TEX/24F,12.149,Nos,3500011238
12/12/25,MILA-02,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-027100240,,,40 D TEX/24F,12.025,Nos,3500011240
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100286,,,120 D TEX/72F,17.824,Nos,3500001286
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100290,,,120 D TEX/72F,18.296,Nos,3500001290
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100294,,,120 D TEX/72F,15.794,Nos,3500001294
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100293,,,120 D TEX/72F,18.177,Nos,3500001293
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100288,,,120 D TEX/72F,17.89,Nos,3500001288
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100299,,,120 D TEX/72F,18.195,Nos,3500001299
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100295,,,120 D TEX/72F,18.257,Nos,3500001295
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100218,,,120 D TEX/72F,17.801,Nos,3500001218
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100291,,,120 D TEX/72F,15.166,Nos,3500001291
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100219,,,120 D TEX/72F,17.825,Nos,3500001219
