Posting Date,Container No,Glue,Merge No,Lusture,Pulp,Lot No,Grade,FSC,Supplier,Item,Cone (Batches),Batch ID (Batches),Warehouse (Batches),Supplier Batch No (Batches),Item (Batches),Batch Quantity (Batches),Batch Uom (Batches),Box NO
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100289,,,120 D TEX/72F,18.034,Nos,3500001289
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100300,,,120 D TEX/72F,18.09,Nos,3500001300
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100692,,,120 D TEX/72F,17.102,Nos,3500003692
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,8,-037100611,,,120 D TEX/72F,15.18,Nos,3500003611
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100787,,,120 D TEX/72F,17.68,Nos,3500003787
12/12/25,MILA-03,.,.,.,.,71006868,.,,LENZING,120 D TEX/72F,9,-037100817,,,120 D TEX/72F,15.39,Nos,3500003817
12/12/25,MILA-04,.,.,.,.,71006860,.,,LENZING,60 D TEX/24F,7,-047100399,,,60 D TEX/24F,4.1,Nos,3500013399
12/12/25,MILA-04,.,.,.,.,71006857,HIGH,,LENZING,40 D TEX/24F,12,-047100685,,,40 D TEX/24F,9.777,Nos,3500011685
12/12/25,MILA-04,.,.,.,.,71006857,HIGH,,LENZING,40 D TEX/24F,12,-047100559,,,40 D TEX/24F,11.749,Nos,3500011559
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100433,,,60 D TEX/24F,11.942,Nos,3500013433
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100434,,,60 D TEX/24F,11.881,Nos,3500013434
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100474,,,60 D TEX/24F,11.956,Nos,3500013474
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100472,,,60 D TEX/24F,12.097,Nos,3500013472
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100436,,,60 D TEX/24F,11.921,Nos,3500013436
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100435,,,60 D TEX/24F,11.922,Nos,3500013435
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100432,,,60 D TEX/24F,11.968,Nos,3500013432
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100488,,,60 D TEX/24F,12.163,Nos,3500013488
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100464,,,60 D TEX/24F,11.867,Nos,3500013464
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100461,,,60 D TEX/24F,9.934,Nos,3500013461
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100479,,,60 D TEX/24F,11.968,Nos,3500013479
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100484,,,60 D TEX/24F,11.885,Nos,3500013484
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100478,,,60 D TEX/24F,11.982,Nos,3500013478
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100408,,,60 D TEX/24F,12.066,Nos,3500013408
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100409,,,60 D TEX/24F,12.093,Nos,3500013409
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100470,,,60 D TEX/24F,11.941,Nos,3500013470
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100399,,,60 D TEX/24F,12.103,Nos,3500013399
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100398,,,60 D TEX/24F,12.185,Nos,3500013398
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100400,,,60 D TEX/24F,12.09,Nos,3500013400
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100403,,,60 D TEX/24F,11.984,Nos,3500013403
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100401,,,60 D TEX/24F,12.041,Nos,3500013401
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100407,,,60 D TEX/24F,11.744,Nos,3500013407
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100406,,,60 D TEX/24F,11.91,Nos,3500013406
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100413,,,60 D TEX/24F,11.78,Nos,3500013413
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100411,,,60 D TEX/24F,11.95,Nos,3500013411
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100431,,,60 D TEX/24F,12.043,Nos,3500013431
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100416,,,60 D TEX/24F,11.808,Nos,3500013416
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100423,,,60 D TEX/24F,12.024,Nos,3500013423
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100426,,,60 D TEX/24F,11.84,Nos,3500013426
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100422,,,60 D TEX/24F,11.942,Nos,3500013422
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100421,,,60 D TEX/24F,11.083,Nos,3500013421
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100427,,,60 D TEX/24F,11.831,Nos,3500013427
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100429,,,60 D TEX/24F,12.058,Nos,3500013429
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100430,,,60 D TEX/24F,11.879,Nos,3500013430
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,12,-047100410,,,60 D TEX/24F,11.996,Nos,3500013410
12/12/25,MILA-04,.,.,.,.,71006860,HIGH,,LENZING,60 D TEX/24F,11,-047100457,,,60 D TEX/24F,10.91,Nos,3500013457
12/12/25,MILA-04,.,.,.,.,71006858,.,,LENZING,40 D TEX/24F,8,-047100175,,,40 D TEX/24F,7.488,Nos,3500012175
12/12/25,MILA-04,.,.,.,.,71006858,.,,LENZING,40 D TEX/24F,11,-047100924,,,40 D TEX/24F,11.594,Nos,3400023924
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100231,,,40 D TEX/24F,11.641,Nos,3500011231
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100957,,,40 D TEX/24F,11.135,Nos,3500011957
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100140,,,40 D TEX/24F,12.001,Nos,3500011140
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100141,,,40 D TEX/24F,14.23,Nos,3500011141
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100148,,,40 D TEX/24F,11.657,Nos,3500011148
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100157,,,40 D TEX/24F,11.827,Nos,3500011157
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100159,,,40 D TEX/24F,11.874,Nos,3500011159
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100160,,,40 D TEX/24F,11.875,Nos,3500011160
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100168,,,40 D TEX/24F,11.817,Nos,3500011168
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100170,,,40 D TEX/24F,11.882,Nos,3500011170
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100208,,,40 D TEX/24F,11.737,Nos,3500011208
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100209,,,40 D TEX/24F,11.82,Nos,3500011209
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100211,,,40 D TEX/24F,11.938,Nos,3500011211
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100212,,,40 D TEX/24F,11.844,Nos,3500011212
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100213,,,40 D TEX/24F,11.719,Nos,3500011213
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100215,,,40 D TEX/24F,11.782,Nos,3500011215
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100217,,,40 D TEX/24F,11.968,Nos,3500011217
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100219,,,40 D TEX/24F,11.798,Nos,3500011219
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100220,,,40 D TEX/24F,11.837,Nos,3500011220
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100221,,,40 D TEX/24F,11.962,Nos,3500011221
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100222,,,40 D TEX/24F,11.761,Nos,3500011222
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100225,,,40 D TEX/24F,11.779,Nos,3500011225
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100227,,,40 D TEX/24F,11.91,Nos,3500011227
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100229,,,40 D TEX/24F,11.68,Nos,3500011229
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100230,,,40 D TEX/24F,11.911,Nos,3500011230
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100232,,,40 D TEX/24F,11.796,Nos,3500011232
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100234,,,40 D TEX/24F,11.885,Nos,3500011234
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100238,,,40 D TEX/24F,12.005,Nos,3500011238
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100240,,,40 D TEX/24F,11.872,Nos,3500011240
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100241,,,40 D TEX/24F,11.925,Nos,3500011241
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100245,,,40 D TEX/24F,12.119,Nos,3500011245
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100247,,,40 D TEX/24F,12.157,Nos,3500011247
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100249,,,40 D TEX/24F,12.089,Nos,3500011249
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100253,,,40 D TEX/24F,11.941,Nos,3500011253
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100254,,,40 D TEX/24F,11.8,Nos,3500011254
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100284,,,40 D TEX/24F,12.22,Nos,3500011284
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100326,,,40 D TEX/24F,11.86,Nos,3500011326
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100338,,,40 D TEX/24F,11.731,Nos,3500011338
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100344,,,40 D TEX/24F,12.029,Nos,3500011344
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100346,,,40 D TEX/24F,12.115,Nos,3500011346
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100349,,,40 D TEX/24F,12.197,Nos,3500011349
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100350,,,40 D TEX/24F,12.198,Nos,3500011350
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100354,,,40 D TEX/24F,11.762,Nos,3500011354
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100355,,,40 D TEX/24F,11.949,Nos,3500011355
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100358,,,40 D TEX/24F,11.877,Nos,3500011358
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100360,,,40 D TEX/24F,11.708,Nos,3500011360
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100362,,,40 D TEX/24F,11.583,Nos,3500011362
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100366,,,40 D TEX/24F,12.103,Nos,3500011366
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100367,,,40 D TEX/24F,12.208,Nos,3500011367
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100368,,,40 D TEX/24F,12.212,Nos,3500011368
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100369,,,40 D TEX/24F,11.692,Nos,3500011369
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100373,,,40 D TEX/24F,12.131,Nos,3500011373
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100378,,,40 D TEX/24F,11.809,Nos,3500011378
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100379,,,40 D TEX/24F,12.067,Nos,3500011379
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100380,,,40 D TEX/24F,12.064,Nos,3500011380
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100381,,,40 D TEX/24F,11.984,Nos,3500011381
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100383,,,40 D TEX/24F,12.126,Nos,3500011383
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100384,,,40 D TEX/24F,12.034,Nos,3500011384
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100388,,,40 D TEX/24F,11.81,Nos,3500011388
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100391,,,40 D TEX/24F,11.949,Nos,3500011391
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100404,,,40 D TEX/24F,11.914,Nos,3500011404
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100422,,,40 D TEX/24F,11.763,Nos,3500011422
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100491,,,40 D TEX/24F,11.923,Nos,3500011491
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100506,,,40 D TEX/24F,12.293,Nos,3500011506
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100542,,,40 D TEX/24F,11.861,Nos,3500011542
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100546,,,40 D TEX/24F,12.16,Nos,3500011546
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100555,,,40 D TEX/24F,12.111,Nos,3500011555
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100556,,,40 D TEX/24F,12.08,Nos,3500011556
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100561,,,40 D TEX/24F,12.176,Nos,3500011561
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100565,,,40 D TEX/24F,12.012,Nos,3500011565
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100566,,,40 D TEX/24F,12.076,Nos,3500011566
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100567,,,40 D TEX/24F,12.196,Nos,3500011567
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100570,,,40 D TEX/24F,11.976,Nos,3500011570
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100571,,,40 D TEX/24F,12.212,Nos,3500011571
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100574,,,40 D TEX/24F,12.083,Nos,3500011574
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100575,,,40 D TEX/24F,11.798,Nos,3500011575
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100578,,,40 D TEX/24F,12.076,Nos,3500011578
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100579,,,40 D TEX/24F,12.111,Nos,3500011579
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100580,,,40 D TEX/24F,11.994,Nos,3500011580
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100581,,,40 D TEX/24F,12.135,Nos,3500011581
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100583,,,40 D TEX/24F,12.131,Nos,3500011583
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100585,,,40 D TEX/24F,11.874,Nos,3500011585
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100586,,,40 D TEX/24F,11.69,Nos,3500011586
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100607,,,40 D TEX/24F,12.139,Nos,3500011607
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100653,,,40 D TEX/24F,11.968,Nos,3500011653
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100655,,,40 D TEX/24F,12.376,Nos,3500011655
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100656,,,40 D TEX/24F,12.24,Nos,3500011656
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100658,,,40 D TEX/24F,12.186,Nos,3500011658
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100659,,,40 D TEX/24F,12.241,Nos,3500011659
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100660,,,40 D TEX/24F,12.17,Nos,3500011660
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100661,,,40 D TEX/24F,12.222,Nos,3500011661
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100662,,,40 D TEX/24F,11.852,Nos,3500011662
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100663,,,40 D TEX/24F,12.113,Nos,3500011663
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100664,,,40 D TEX/24F,12.149,Nos,3500011664
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100665,,,40 D TEX/24F,12.272,Nos,3500011665
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100667,,,40 D TEX/24F,12.044,Nos,3500011667
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100668,,,40 D TEX/24F,12.165,Nos,3500011668
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100669,,,40 D TEX/24F,12.148,Nos,3500011669
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100670,,,40 D TEX/24F,12.251,Nos,3500011670
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100672,,,40 D TEX/24F,12.126,Nos,3500011672
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100673,,,40 D TEX/24F,11.892,Nos,3500011673
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100674,,,40 D TEX/24F,11.839,Nos,3500011674
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100675,,,40 D TEX/24F,12.209,Nos,3500011675
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100676,,,40 D TEX/24F,11.983,Nos,3500011676
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100678,,,40 D TEX/24F,12.307,Nos,3500011678
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100680,,,40 D TEX/24F,12.266,Nos,3500011680
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100681,,,40 D TEX/24F,12.349,Nos,3500011681
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100682,,,40 D TEX/24F,12.196,Nos,3500011682
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100683,,,40 D TEX/24F,12.078,Nos,3500011683
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100686,,,40 D TEX/24F,12.201,Nos,3500011686
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100687,,,40 D TEX/24F,12.215,Nos,3500011687
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100689,,,40 D TEX/24F,12.128,Nos,3500011689
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100765,,,40 D TEX/24F,12.127,Nos,3500011765
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100768,,,40 D TEX/24F,11.853,Nos,3500011768
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100775,,,40 D TEX/24F,11.783,Nos,3500011775
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100777,,,40 D TEX/24F,12.031,Nos,3500011777
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100778,,,40 D TEX/24F,11.772,Nos,3500011778
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100779,,,40 D TEX/24F,12.002,Nos,3500011779
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100780,,,40 D TEX/24F,11.823,Nos,3500011780
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100783,,,40 D TEX/24F,12.079,Nos,3500011783
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100786,,,40 D TEX/24F,11.883,Nos,3500011786
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100787,,,40 D TEX/24F,11.75,Nos,3500011787
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100788,,,40 D TEX/24F,11.954,Nos,3500011788
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100789,,,40 D TEX/24F,11.968,Nos,3500011789
12/12/25,MILA-04,.,.,.,.,71006857,.,,PRAKASH TEXTILES,40 D TEX/24F,12,-047100790,,,40 D TEX/24F,11.762,Nos,3500011790
